frame.len,tcp.srcport,tcp.dstport,ip.proto,tcp.len,tcp.window_size,frame.time_delta,label
1242,,,17,,,0.000000148,0
1242,,,17,,,0.000000144,0
1242,,,17,,,0.000000139,0
1242,,,17,,,0.000000139,0
1242,,,17,,,0.00000014,0
1242,,,17,,,0.00000014,0
1242,,,17,,,0.000000137,0
1242,,,17,,,0.000164883,0
1242,,,17,,,0.000000459,0
1242,,,17,,,0.000000239,0
1242,,,17,,,0.000000145,0
1223,,,17,,,0.000000168,0
1242,,,17,,,0.000000137,0
1242,,,17,,,0.000000138,0
1242,,,17,,,0.000000137,0
1242,,,17,,,0.000063685,0
1242,,,17,,,0.000000194,0
1242,,,17,,,0.000000146,0
1242,,,17,,,0.000000155,0
1242,,,17,,,0.000000139,0
1242,,,17,,,0.000000138,0
1242,,,17,,,0.00000014,0
1242,,,17,,,0.000000139,0
1242,,,17,,,0.000133722,0
1242,,,17,,,0.000000546,0
1242,,,17,,,0.000000199,0
1242,,,17,,,0.000000147,0
1242,,,17,,,0.000000154,0
1242,,,17,,,0.000000115,0
1242,,,17,,,0.00000014,0
1242,,,17,,,0.000000135,0
1242,,,17,,,0.000144585,0
1242,,,17,,,0.000000838,0
1242,,,17,,,0.000000246,0
1242,,,17,,,0.000000163,0
1242,,,17,,,0.002603116,0
1242,,,17,,,0.000000855,0
1242,,,17,,,0.000000191,0
1242,,,17,,,0.000000116,0
1242,,,17,,,0.000000136,0
1242,,,17,,,0.000000139,0
1242,,,17,,,0.000000138,0
1242,,,17,,,0.000000138,0
1242,,,17,,,0.000174721,0
1242,,,17,,,0.000000923,0
1242,,,17,,,0.000000249,0
1242,,,17,,,0.000000279,0
1242,,,17,,,0.000000143,0
1242,,,17,,,0.000000146,0
1242,,,17,,,0.000000147,0
528,,,17,,,0.000369593,0
88,,,17,,,0.008058203,0
387,,,17,,,1.244504397,0
84,,,17,,,0.003092821,0
378,,,17,,,0.003059059,0
69,,,17,,,0.002096642,0
84,,,17,,,0.002557212,0
73,,,17,,,0.002531019,0
87,,,17,,,0.000794475,0
1090,,,17,,,0.003706001,0
74,,,17,,,0.000001098,0
89,,,17,,,0.001173567,0
186,,,17,,,0.111979101,0
493,,,17,,,0.00000142,0
517,,,17,,,0.019696762,0
74,36548,443,6,0,64240,0.009444497,0
74,36564,443,6,0,64240,0.000984836,0
60,443,36564,6,0,64240,0.01352593,0
60,443,36548,6,0,64240,0.000001283,0
54,36564,443,6,0,64240,0.000204706,0
54,36548,443,6,0,64240,0.000197641,0
1958,36564,443,6,1904,64240,0.005903794,0
60,443,36564,6,0,64240,0.001228974,0
60,443,36564,6,0,64240,0.000001154,0
1958,36548,443,6,1904,64240,0.005512653,0
60,443,36548,6,0,64240,0.001244804,0
60,443,36548,6,0,64240,0.000001164,0
3515,443,36564,6,3461,64240,0.016237726,0
54,36564,443,6,0,65535,0.000099685,0
3516,443,36548,6,3462,64240,0.007725581,0
54,36548,443,6,0,65535,0.000089395,0
118,36564,443,6,64,65535,0.038341523,0
60,443,36564,6,0,64240,0.002815421,0
146,36564,443,6,92,65535,0.000070765,0
333,36564,443,6,279,65535,0.000493647,0
60,443,36564,6,0,64240,0.000399576,0
60,443,36564,6,0,64240,0.000308547,0
118,36548,443,6,64,65535,0.003301829,0
60,443,36548,6,0,64240,0.001049085,0
163,36548,443,6,109,65535,0.001405351,0
60,443,36548,6,0,64240,0.001046577,0
566,443,36564,6,512,64240,0.007327652,0
54,36564,443,6,0,65535,0.000091805,0
85,36564,443,6,31,65535,0.003775439,0
60,443,36564,6,0,64240,0.001431068,0
566,443,36548,6,512,64240,0.00138805,0
54,36548,443,6,0,65535,0.000168167,0
78,36548,443,6,24,65535,0.002345976,0
54,36548,443,6,0,65535,0.00055511,0
60,443,36548,6,0,64240,0.000387523,0
85,443,36564,6,31,64240,0.000000979,0
60,443,36548,6,0,64239,0.000531518,0
85,443,36548,6,31,64239,0.013023475,0
54,36548,443,6,0,0,0.000076565,0
5990,443,36564,6,5936,64240,0.018954999,0
54,36564,443,6,0,65535,0.000117627,0
80,,,17,,,0.065315013,0
80,,,17,,,0.000769764,0
80,,,17,,,0.000458725,0
188,,,17,,,0.006173986,0
495,,,17,,,0.00000086,0
519,,,17,,,0.017695561,0
74,44652,443,6,0,64240,0.002013758,0
60,443,44652,6,0,64240,0.014520802,0
54,44652,443,6,0,64240,0.000177889,0
1959,44652,443,6,1905,64240,0.011045117,0
60,443,44652,6,0,64240,0.001124935,0
60,443,44652,6,0,64240,0.000001062,0
3515,443,44652,6,3461,64240,0.021800553,0
54,44652,443,6,0,65535,0.000107678,0
118,44652,443,6,64,65535,0.017658459,0
60,443,44652,6,0,64240,0.001016022,0
163,44652,443,6,109,65535,0.002600879,0
60,443,44652,6,0,64240,0.000787304,0
566,443,44652,6,512,64240,0.003376455,0
78,44652,443,6,24,65535,0.006441209,0
54,44652,443,6,0,65535,0.000513724,0
60,443,44652,6,0,64240,0.001107488,0
85,443,44652,6,31,64240,0.000300489,0
54,44652,443,6,0,0,0.000320157,0
60,443,44652,6,0,64239,0.000214084,0
54,44652,443,6,0,0,0.000053082,0
192,36564,443,6,138,65535,0.00919441,0
89,36564,443,6,35,65535,0.000963443,0
60,443,36564,6,0,64240,0.000701058,0
60,443,36564,6,0,64240,0.000001155,0
159,36564,443,6,105,65535,0.016229233,0
60,443,36564,6,0,64240,0.002485328,0
571,443,36564,6,517,64240,0.000001128,0
162,36564,443,6,108,65535,0.000671322,0
60,443,36564,6,0,64240,0.000868115,0
165,36564,443,6,111,65535,0.00461447,0
60,443,36564,6,0,64240,0.000733649,0
89,36564,443,6,35,65535,0.004050928,0
60,443,36564,6,0,64240,0.001270666,0
775,443,36564,6,721,64240,0.00355532,0
89,36564,443,6,35,65535,0.002019425,0
60,443,36564,6,0,64240,0.000908765,0
160,36564,443,6,106,65535,0.000358565,0
60,443,36564,6,0,64240,0.00129267,0
601,443,36564,6,547,64240,0.004258713,0
89,36564,443,6,35,65535,0.0010464,0
60,443,36564,6,0,64240,0.003784159,0
568,443,36564,6,514,64240,0.000001139,0
89,36564,443,6,35,65535,0.010992673,0
93,36564,443,6,39,65535,0.000388616,0
60,443,36564,6,0,64240,0.000513441,0
60,443,36564,6,0,64240,0.000001093,0
78,36564,443,6,24,65535,0.00075457,0
54,36564,443,6,0,65535,0.000516141,0
60,443,36564,6,0,64240,0.000858051,0
60,443,36564,6,0,64239,0.000001151,0
576,443,36564,6,522,64239,0.00057908,0
54,36564,443,6,0,0,0.000063049,0
74,44668,443,6,0,64240,0.039138116,0
60,443,44668,6,0,64240,0.013956568,0
54,44668,443,6,0,64240,0.000100168,0
2450,44668,443,6,2396,64240,0.007030758,0
60,443,44668,6,0,64240,0.001209273,0
60,443,44668,6,0,64240,0.000001078,0
54,44668,443,6,0,64240,0.021825537,0
60,443,44668,6,0,64239,0.000753268,0
74,44684,443,6,0,64240,0.015181728,0
74,44688,443,6,0,64240,0.004796459,0
1429,443,44668,6,1375,64239,0.003378222,0
54,44668,443,6,0,0,0.000074732,0
60,443,44688,6,0,64240,0.012956248,0
60,443,44684,6,0,64240,0.00000145,0
54,44688,443,6,0,64240,0.000118669,0
54,44684,443,6,0,0,0.000287831,0
1959,44688,443,6,1905,64240,0.013023283,0
60,443,44688,6,0,64240,0.001610971,0
60,443,44688,6,0,64240,0.000000881,0
54,44688,443,6,0,64240,0.001388488,0
60,443,44688,6,0,64239,0.000926554,0
3514,443,44688,6,3460,64239,0.017625811,0
54,44688,443,6,0,0,0.000078099,0
1294,,,17,,,0.430080224,0
1294,,,17,,,0.000538528,0
1294,,,17,,,0.001188526,0
1294,,,17,,,0.000909871,0
1294,,,17,,,0.000634876,0
1294,,,17,,,0.00158852,0
76,,,17,,,0.002153284,0
73,,,17,,,0.02339307,0
75,,,17,,,0.000642934,0
71,,,17,,,0.003432779,0
71,,,17,,,0.000001353,0
71,,,17,,,0.000000204,0
69,,,17,,,0.000000155,0
1290,,,17,,,0.052699648,0
669,,,17,,,0.000001058,0
80,,,17,,,0.001021755,0
286,,,17,,,0.000545261,0
76,,,17,,,0.020541811,0
70,,,17,,,0.015611015,0
60,,,,,,0.129303035,0
75,,,17,,,0.049454918,0
75,,,17,,,0.002086911,0
75,,,17,,,0.000286429,0
1294,,,17,,,0.009689738,0
1294,,,17,,,0.000661511,0
917,,,17,,,0.000431462,0
73,,,17,,,0.014766974,0
75,,,17,,,0.00060311,0
70,,,17,,,0.025136449,0
974,,,17,,,0.062533918,0
68,,,17,,,0.000001112,0
81,,,17,,,0.001388879,0
1157,,,17,,,0.031349183,0
1294,,,17,,,0.008027322,0
1294,,,17,,,0.000633739,0
607,,,17,,,0.000481904,0
70,,,17,,,0.001983847,0
75,,,17,,,0.012148037,0
75,,,17,,,0.000690738,0
70,,,17,,,0.003810418,0
104,,,17,,,0.038482426,0
67,,,17,,,0.000001111,0
81,,,17,,,0.005494252,0
524,,,17,,,0.010191736,0
159,,,17,,,0.0000008,0
1289,,,17,,,0.000000172,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000141,0
1294,,,17,,,0.000000135,0
1294,,,17,,,0.000207637,0
1294,,,17,,,0.000001091,0
1294,,,17,,,0.000000235,0
1294,,,17,,,0.000000318,0
1294,,,17,,,0.000000152,0
1294,,,17,,,0.000000141,0
80,,,17,,,0.002447069,0
937,,,17,,,0.001745984,0
1289,,,17,,,0.000000953,0
1294,,,17,,,0.000000212,0
1294,,,17,,,0.000000178,0
1294,,,17,,,0.000000135,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000267366,0
1294,,,17,,,0.000000828,0
1294,,,17,,,0.000000203,0
1294,,,17,,,0.000000191,0
1294,,,17,,,0.000000168,0
1294,,,17,,,0.000000143,0
1294,,,17,,,0.000000144,0
1294,,,17,,,0.000963454,0
1294,,,17,,,0.000000592,0
1294,,,17,,,0.000000174,0
1294,,,17,,,0.000000146,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000137,0
75,,,17,,,0.001240987,0
1294,,,17,,,0.004150095,0
523,,,17,,,0.000000609,0
76,,,17,,,0.008250315,0
71,,,17,,,0.026664255,0
60,,,,,,0.335308394,0
1294,,,17,,,0.476679732,0
955,,,17,,,0.000382152,0
74,,,17,,,0.027295839,0
75,,,17,,,0.001446729,0
68,,,17,,,0.041390237,0
77,,,17,,,0.001304364,0
1294,,,17,,,0.299756424,0
726,,,17,,,0.000001325,0
1290,,,17,,,0.000582834,0
497,,,17,,,0.000001059,0
68,,,17,,,0.00000034,0
85,,,17,,,0.006530143,0
1294,,,17,,,0.043018299,0
79,,,17,,,0.002673795,0
75,,,17,,,0.026570457,0
71,,,17,,,0.001317733,0
1294,,,17,,,0.004206047,0
875,,,17,,,0.000627988,0
71,,,17,,,0.006459618,0
70,,,17,,,0.049734476,0
74,,,17,,,0.000001332,0
74,,,17,,,0.000774693,0
60,,,,,,0.010645515,0
427,,,17,,,0.046340046,0
80,,,17,,,0.00104175,0
1290,,,17,,,0.025926155,0
1294,,,17,,,0.000001001,0
1294,,,17,,,0.000000184,0
1294,,,17,,,0.000000141,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000000141,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000000141,0
1294,,,17,,,0.003250957,0
1294,,,17,,,0.000000897,0
1294,,,17,,,0.000000175,0
1294,,,17,,,0.000000153,0
790,,,17,,,0.000000137,0
1289,,,17,,,0.000000139,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000171128,0
1294,,,17,,,0.000001336,0
461,,,17,,,0.000000251,0
74,,,17,,,0.001280597,0
54,53892,80,6,0,64024,0.353568179,0
60,80,53892,6,0,64240,0.001272378,0
1287,,,17,,,0.002974688,0
1294,,,17,,,0.000000899,0
438,,,17,,,0.000000201,0
1287,,,17,,,0.000000142,0
1294,,,17,,,0.00000014,0
523,,,17,,,0.000000138,0
1287,,,17,,,0.000000141,0
971,,,17,,,0.000000139,0
409,,,17,,,0.000201958,0
74,,,17,,,0.002112128,0
1287,,,17,,,0.003940819,0
1294,,,17,,,0.000001166,0
1294,,,17,,,0.000000177,0
229,,,17,,,0.000000149,0
1287,,,17,,,0.000000115,0
341,,,17,,,0.000000136,0
1287,,,17,,,0.000000141,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000182946,0
88,,,17,,,0.000001024,0
671,,,17,,,0.000000401,0
1287,,,17,,,0.003816702,0
1294,,,17,,,0.000001307,0
1138,,,17,,,0.000000438,0
719,,,17,,,0.000000162,0
1287,,,17,,,0.000000153,0
1294,,,17,,,0.000000165,0
189,,,17,,,0.000000147,0
1287,,,17,,,0.00112172,0
1294,,,17,,,0.000001271,0
238,,,17,,,0.000000233,0
1287,,,17,,,0.004744569,0
297,,,17,,,0.000001475,0
74,,,17,,,0.004281985,0
1287,,,17,,,0.001729732,0
1294,,,17,,,0.000001297,0
1294,,,17,,,0.000000317,0
1294,,,17,,,0.000000141,0
1294,,,17,,,0.000000141,0
1294,,,17,,,0.000000149,0
568,,,17,,,0.000000142,0
74,,,17,,,0.005693457,0
1294,,,17,,,0.271934339,0
1294,,,17,,,0.000758182,0
1294,,,17,,,0.006103454,0
85,,,17,,,0.005569961,0
85,,,17,,,0.004009578,0
789,,,17,,,0.002361332,0
79,,,17,,,0.001476045,0
1294,,,17,,,0.000407331,0
1294,,,17,,,0.000000992,0
1294,,,17,,,0.019991995,0
325,,,17,,,0.000001252,0
659,,,17,,,0.000000213,0
81,,,17,,,0.000000117,0
74,,,17,,,0.000568857,0
70,,,17,,,0.001843153,0
1287,,,17,,,0.026268217,0
1294,,,17,,,0.000001201,0
1294,,,17,,,0.002790835,0
1294,,,17,,,0.000000657,0
1294,,,17,,,0.000000195,0
1294,,,17,,,0.000000159,0
1294,,,17,,,0.000000116,0
1294,,,17,,,0.000000151,0
1294,,,17,,,0.000000114,0
1294,,,17,,,0.000000152,0
1294,,,17,,,0.00006997,0
1294,,,17,,,0.000000117,0
1294,,,17,,,0.00000018,0
128,,,17,,,0.000000138,0
1287,,,17,,,0.000000136,0
1294,,,17,,,0.000000142,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000909816,0
1294,,,17,,,0.000000546,0
1294,,,17,,,0.000000147,0
1294,,,17,,,0.000000147,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.00016327,0
554,,,17,,,0.000000973,0
1287,,,17,,,0.002099286,0
1294,,,17,,,0.000001347,0
1294,,,17,,,0.000000238,0
1294,,,17,,,0.000000129,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000142,0
1294,,,17,,,0.000000142,0
1294,,,17,,,0.003300579,0
1294,,,17,,,0.000000574,0
1294,,,17,,,0.000000187,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000000144,0
1294,,,17,,,0.000000136,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000149443,0
1294,,,17,,,0.000000801,0
1294,,,17,,,0.00000023,0
1294,,,17,,,0.001933153,0
1294,,,17,,,0.000000907,0
1294,,,17,,,0.000000265,0
1294,,,17,,,0.00000019,0
1294,,,17,,,0.000000174,0
1294,,,17,,,0.000000137,0
214,,,17,,,0.000302122,0
73,,,17,,,0.003546039,0
274,,,17,,,0.000001042,0
271,,,17,,,0.003083463,0
165,,,17,,,0.012287919,0
76,,,17,,,0.001750281,0
74,,,17,,,0.007542533,0
1294,,,17,,,0.300193977,0
95,,,17,,,0.000361464,0
309,,,17,,,0.005754174,0
865,,,17,,,0.00390485,0
74,,,17,,,0.00586097,0
1289,,,17,,,0.000001105,0
656,,,17,,,0.000000158,0
80,,,17,,,0.001594795,0
1290,,,17,,,0.008531947,0
1294,,,17,,,0.000000751,0
1294,,,17,,,0.000000167,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000141,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000101715,0
1294,,,17,,,0.000000142,0
1294,,,17,,,0.000000165,0
1294,,,17,,,0.000000118,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000000141,0
1294,,,17,,,0.000000136,0
1294,,,17,,,0.000000141,0
1294,,,17,,,0.000134067,0
1294,,,17,,,0.000000485,0
1294,,,17,,,0.000000218,0
1294,,,17,,,0.000000116,0
1294,,,17,,,0.000000171,0
1294,,,17,,,0.000000116,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000051982,0
1294,,,17,,,0.000000202,0
1294,,,17,,,0.000000146,0
1286,,,17,,,0.000000115,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.00000014,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.00000014,0
1294,,,17,,,0.000124122,0
1294,,,17,,,0.0000005,0
1294,,,17,,,0.000000218,0
1294,,,17,,,0.000000124,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000051117,0
1294,,,17,,,0.000000224,0
1294,,,17,,,0.000000165,0
1294,,,17,,,0.00000014,0
1294,,,17,,,0.000000141,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.00000014,0
1294,,,17,,,0.00000014,0
1294,,,17,,,0.001152063,0
1294,,,17,,,0.000000475,0
1294,,,17,,,0.000000171,0
1294,,,17,,,0.000000116,0
1294,,,17,,,0.000000138,0
1095,,,17,,,0.000000139,0
1287,,,17,,,0.000000139,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000056145,0
1294,,,17,,,0.000000149,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000143,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000000141,0
1294,,,17,,,0.00000014,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000178712,0
1294,,,17,,,0.000000913,0
496,,,17,,,0.000000245,0
74,,,17,,,0.019286196,0
80,,,17,,,0.011687943,0
75,,,17,,,0.001135512,0
879,,,17,,,0.009059224,0
68,,,17,,,0.000001511,0
1284,,,17,,,0.002556365,0
81,,,17,,,0.004584664,0
78,,,17,,,0.012962588,0
70,,,17,,,0.013093838,0
71,,,17,,,0.020559642,0
774,,,17,,,0.019056441,0
79,,,17,,,0.007805216,0
81,,,17,,,0.024301755,0
75,,,17,,,0.003468184,0
60,,,,,,0.030500381,0
78,,,17,,,0.116157386,0
78,,,17,,,0.000945545,0
78,,,17,,,0.000268125,0
135,,,17,,,0.010889495,0
349,,,17,,,0.000001102,0
361,,,17,,,0.000000157,0
74,39648,443,6,0,64240,0.007765761,0
74,39660,443,6,0,64240,0.001773667,0
937,,,17,,,0.011798845,0
60,443,39648,6,0,64240,0.007474999,0
60,443,39660,6,0,64240,0.000001015,0
54,39648,443,6,0,64240,0.000105411,0
54,39660,443,6,0,64240,0.000181553,0
75,,,17,,,0.013133477,0
84,,,17,,,0.006115797,0
84,,,17,,,0.002004115,0
84,,,17,,,0.000178759,0
1957,39648,443,6,1903,64240,0.004021973,0
60,443,39648,6,0,64240,0.003587032,0
60,443,39648,6,0,64240,0.000000572,0
364,,,17,,,0.000234107,0
355,,,17,,,0.000000262,0
141,,,17,,,0.000000142,0
481,,,17,,,0.022202388,0
68,,,17,,,0.000001488,0
1957,39660,443,6,1903,64240,0.000747138,0
60,443,39660,6,0,64240,0.001002632,0
60,443,39660,6,0,64240,0.000001187,0
1294,,,17,,,0.00077659,0
1294,,,17,,,0.000354609,0
1209,,,17,,,0.000248325,0
81,,,17,,,0.010934317,0
1289,,,17,,,0.006277424,0
1294,,,17,,,0.000000894,0
1294,,,17,,,0.000000197,0
1294,,,17,,,0.000000142,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.00000014,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000000136,0
1294,,,17,,,0.000149896,0
1294,,,17,,,0.000000912,0
1294,,,17,,,0.000000222,0
1294,,,17,,,0.000000124,0
1294,,,17,,,0.000000321,0
4290,443,39648,6,4236,64240,0.002695694,0
579,443,39648,6,525,64240,0.000000446,0
1294,,,17,,,0.000000066,0
1294,,,17,,,0.000000051,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.00000006,0
54,39648,443,6,0,65535,0.00004552,0
54,39648,443,6,0,65535,0.000152747,0
1294,,,17,,,0.000058265,0
1294,,,17,,,0.000000168,0
1294,,,17,,,0.00000008,0
1294,,,17,,,0.000000063,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.000087851,0
1294,,,17,,,0.000000378,0
1294,,,17,,,0.000000105,0
1294,,,17,,,0.000000056,0
848,,,17,,,0.003788956,0
1294,,,17,,,0.000411974,0
1294,,,17,,,0.000000657,0
1294,,,17,,,0.00000014,0
1294,,,17,,,0.000000116,0
1294,,,17,,,0.000000136,0
1294,,,17,,,0.00000014,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.002297934,0
1294,,,17,,,0.000000751,0
1294,,,17,,,0.000000155,0
1294,,,17,,,0.000000144,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000141,0
1294,,,17,,,0.000000136,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000212411,0
1294,,,17,,,0.000000876,0
1294,,,17,,,0.00000024,0
1294,,,17,,,0.000000157,0
1294,,,17,,,0.000000164,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.001190935,0
1294,,,17,,,0.000000417,0
1294,,,17,,,0.000000202,0
1294,,,17,,,0.000000108,0
1294,,,17,,,0.000000118,0
1294,,,17,,,0.000371432,0
1294,,,17,,,0.000001173,0
1294,,,17,,,0.000000227,0
1294,,,17,,,0.000000279,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.001782497,0
1294,,,17,,,0.000000854,0
1294,,,17,,,0.000000144,0
1294,,,17,,,0.000000143,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.00000014,0
1294,,,17,,,0.000000135,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.011133588,0
1294,,,17,,,0.00000051,0
1294,,,17,,,0.000000076,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.000000059,0
1294,,,17,,,0.000167244,0
1294,,,17,,,0.000000855,0
1294,,,17,,,0.000000292,0
1294,,,17,,,0.000000144,0
1294,,,17,,,0.000000142,0
1294,,,17,,,0.000000141,0
1294,,,17,,,0.004914293,0
1294,,,17,,,0.000000881,0
1294,,,17,,,0.000000181,0
1294,,,17,,,0.000000114,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.00000014,0
1294,,,17,,,0.000186909,0
1294,,,17,,,0.000000979,0
1294,,,17,,,0.000000221,0
1294,,,17,,,0.00000014,0
1294,,,17,,,0.00000021,0
1294,,,17,,,0.000000142,0
1294,,,17,,,0.000000141,0
4816,443,39660,6,4762,64240,0.00454578,0
54,39660,443,6,0,65535,0.000049059,0
1294,,,17,,,0.011213865,0
1294,,,17,,,0.024860175,0
85,,,17,,,0.015409707,0
1294,,,17,,,0.026716744,0
77,,,17,,,0.018256415,0
1294,,,17,,,0.000376686,0
1294,,,17,,,0.00000103,0
1294,,,17,,,0.000000344,0
1294,,,17,,,0.017121497,0
1294,,,17,,,0.000000857,0
534,,,17,,,0.000000249,0
1294,,,17,,,0.000000156,0
1294,,,17,,,0.000000116,0
1294,,,17,,,0.000000152,0
1294,,,17,,,0.000000117,0
1294,,,17,,,0.000000151,0
1294,,,17,,,0.000167534,0
1294,,,17,,,0.00000119,0
1294,,,17,,,0.000000239,0
574,,,17,,,0.000000131,0
1286,,,17,,,0.000000143,0
1294,,,17,,,0.001659015,0
1294,,,17,,,0.000000536,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000115,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000135,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000056759,0
1294,,,17,,,0.000000119,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000135,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000135,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000112294,0
1294,,,17,,,0.000000432,0
1294,,,17,,,0.0000002,0
1294,,,17,,,0.000000142,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000135,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.006406015,0
1294,,,17,,,0.000000604,0
1294,,,17,,,0.000000223,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.00000014,0
1294,,,17,,,0.00000014,0
1294,,,17,,,0.000000136,0
1294,,,17,,,0.000000136,0
1294,,,17,,,0.000055025,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.000000051,0
1294,,,17,,,0.000000068,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.000054155,0
1294,,,17,,,0.000000212,0
1294,,,17,,,0.000000081,0
1294,,,17,,,0.000000063,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.000034024,0
1294,,,17,,,0.000000052,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.000000059,0
1294,,,17,,,0.000000073,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.000068153,0
1294,,,17,,,0.00000041,0
1294,,,17,,,0.000000108,0
129,,,17,,,0.024314338,0
84,,,17,,,0.034031031,0
74,51458,443,6,0,64240,0.012374437,0
1294,,,17,,,0.001776846,0
1294,,,17,,,0.00000053,0
1294,,,17,,,0.0000001,0
1294,,,17,,,0.000000066,0
1294,,,17,,,0.00000005,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.000049678,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.000000067,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.000000073,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.000000062,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.000131387,0
1294,,,17,,,0.000001013,0
1294,,,17,,,0.000000234,0
1294,,,17,,,0.000000127,0
1294,,,17,,,0.000000142,0
1294,,,17,,,0.000000142,0
1294,,,17,,,0.004363963,0
1294,,,17,,,0.000000912,0
1294,,,17,,,0.000000178,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000255811,0
1294,,,17,,,0.000001178,0
1294,,,17,,,0.000000198,0
1294,,,17,,,0.000000118,0
1294,,,17,,,0.000000144,0
1294,,,17,,,0.000000298,0
1294,,,17,,,0.002534216,0
75,,,17,,,0.000859867,0
1294,,,17,,,0.003665332,0
1294,,,17,,,0.000000699,0
1294,,,17,,,0.000000191,0
