frame.len,tcp.srcport,tcp.dstport,ip.proto,tcp.len,tcp.window_size,frame.time_delta,label
126,443,60470,6,72,64240,0.015623095,0
85,60470,443,6,31,65535,0.001037893,0
54,60470,443,6,0,65535,0.000479767,0
60,443,60470,6,0,64240,0.000652926,0
60,443,60470,6,0,64239,0.001158119,0
406,443,60452,6,352,64240,0.021621132,0
85,443,60470,6,31,64239,0.000001387,0
54,60470,443,6,0,0,0.00010274,0
1758,443,60462,6,1704,64240,0.032606469,0
54,60462,443,6,0,65535,0.000106271,0
54,60452,443,6,0,65535,0.010155527,0
222,443,60452,6,168,64240,0.100810077,0
54,60452,443,6,0,65535,0.000107547,0
235,443,60462,6,181,64240,0.104794429,0
54,60462,443,6,0,65535,0.042287966,0
173,35264,443,6,119,65535,0.018096496,0
60,443,35264,6,0,64240,0.0011656,0
4504,443,35264,6,4450,64240,0.032856633,0
1260,443,35264,6,1206,64240,0.000001366,0
54,35264,443,6,0,65535,0.000098214,0
100,35264,443,6,46,65535,0.003749923,0
60,443,35264,6,0,64240,0.001111309,0
1294,,,17,,,0.420122612,0
1294,,,17,,,0.000371895,0
1294,,,17,,,0.001113517,0
1294,,,17,,,0.000577604,0
1294,,,17,,,0.005693093,0
1294,,,17,,,0.00040939,0
446,,,17,,,0.000804125,0
71,,,17,,,0.010714165,0
71,,,17,,,0.000001169,0
75,,,17,,,0.000000209,0
70,,,17,,,0.000000119,0
75,,,17,,,0.002142604,0
69,,,17,,,0.005782127,0
70,,,17,,,0.030744933,0
1290,,,17,,,0.129763797,0
1294,,,17,,,0.000000768,0
1294,,,17,,,0.000000222,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000000137,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.000157232,0
1294,,,17,,,0.000002331,0
397,,,17,,,0.000000217,0
80,,,17,,,0.001306325,0
1289,,,17,,,0.005375516,0
1294,,,17,,,0.000000798,0
1294,,,17,,,0.000000134,0
1294,,,17,,,0.000000272,0
1294,,,17,,,0.000000148,0
1294,,,17,,,0.000000143,0
1294,,,17,,,0.006261146,0
1294,,,17,,,0.000001211,0
1294,,,17,,,0.000000247,0
1294,,,17,,,0.000000117,0
1294,,,17,,,0.000000143,0
772,,,17,,,0.000000306,0
75,,,17,,,0.001288594,0
70,,,17,,,0.030497593,0
349,,,17,,,0.15784441,0
348,,,17,,,0.003538784,0
347,,,17,,,0.008005466,0
716,,,17,,,0.008113962,0
641,,,17,,,0.000001143,0
82,,,17,,,0.001966366,0
776,,,17,,,0.010073391,0
73,,,17,,,0.006796157,0
69,,,17,,,0.01156779,0
75,,,17,,,0.000352654,0
1133,,,17,,,0.103551865,0
74,,,17,,,0.039730567,0
75,,,17,,,0.000456544,0
1290,,,17,,,0.023782073,0
1294,,,17,,,0.000000552,0
1294,,,17,,,0.000000084,0
1294,,,17,,,0.000000052,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.00000006,0
1294,,,17,,,0.000000062,0
1294,,,17,,,0.000000061,0
1294,,,17,,,0.00009631,0
1294,,,17,,,0.000000564,0
1294,,,17,,,0.000000139,0
790,,,17,,,0.000000079,0
80,,,17,,,0.001033135,0
1289,,,17,,,0.005855167,0
1294,,,17,,,0.000000834,0
1294,,,17,,,0.000000143,0
1294,,,17,,,0.000000119,0
1294,,,17,,,0.000000136,0
1294,,,17,,,0.000000149,0
1294,,,17,,,0.00000016,0
1294,,,17,,,0.000000116,0
1294,,,17,,,0.000175733,0
1294,,,17,,,0.000001019,0
1294,,,17,,,0.000000238,0
1294,,,17,,,0.000000186,0
1294,,,17,,,0.000000142,0
548,,,17,,,0.000404863,0
1287,,,17,,,0.00323242,0
1294,,,17,,,0.000000709,0
1294,,,17,,,0.000000144,0
1294,,,17,,,0.000000143,0
1294,,,17,,,0.000000138,0
1294,,,17,,,0.000000142,0
1294,,,17,,,0.000000142,0
1294,,,17,,,0.000000139,0
1294,,,17,,,0.00015634,0
1294,,,17,,,0.000000718,0
1294,,,17,,,0.000000237,0
1294,,,17,,,0.000000321,0
75,,,17,,,0.003120333,0
1294,,,17,,,0.001005004,0
1294,,,17,,,0.000000958,0
1294,,,17,,,0.000000283,0
1294,,,17,,,0.000000141,0
1204,,,17,,,0.000000145,0
75,,,17,,,0.00171002,0
70,,,17,,,0.027991996,0
90,,,17,,,2.358329395,0
90,,,17,,,0.01771318,0
72,,,17,,,1.350290109,0
72,,,17,,,0.000937634,0
72,,,17,,,0.000203575,0
423,,,17,,,0.00519644,0
536,,,17,,,0.015738378,0
447,,,17,,,0.001717641,0
74,53774,443,6,0,64240,0.001671476,0
60,443,53774,6,0,64240,0.026667219,0
54,53774,443,6,0,64240,0.000180289,0
1893,53774,443,6,1839,64240,0.007450928,0
60,443,53774,6,0,64240,0.001326306,0
60,443,53774,6,0,64240,0.000001223,0
3481,443,53774,6,3427,64240,0.026421217,0
54,53774,443,6,0,65535,0.000096498,0
118,53774,443,6,64,65535,0.032265261,0
60,443,53774,6,0,64240,0.000967904,0
146,53774,443,6,92,65535,0.000896166,0
60,443,53774,6,0,64240,0.00135073,0
566,443,53774,6,512,64240,0.007598057,0
85,53774,443,6,31,65535,0.002273338,0
60,443,53774,6,0,64240,0.001025158,0
85,443,53774,6,31,64240,0.004590063,0
54,53774,443,6,0,65535,0.040310991,0
54,53892,80,6,0,64024,0.320087059,0
54,53892,80,6,0,64024,2.032142099,0
60,80,53892,6,0,64240,0.000946574,0
637,53774,443,6,583,65535,0.212107684,0
60,443,53774,6,0,64240,0.000821868,0
60,,,,,,0.402657863,0
3281,443,53774,6,3227,64240,0.74154868,0
54,53774,443,6,0,65535,0.000174434,0
1396,443,53774,6,1342,64240,0.000727816,0
54,53774,443,6,0,65535,0.000052744,0
5803,443,53774,6,5749,64240,0.003067187,0
54,53774,443,6,0,65535,0.000073841,0
2885,443,53774,6,2831,64240,0.099272835,0
4276,443,53774,6,4222,64240,0.000000959,0
1572,443,53774,6,1518,64240,0.000000161,0
54,53774,443,6,0,65535,0.000093885,0
54,53774,443,6,0,65535,0.0001896,0
54,53774,443,6,0,65535,0.000130776,0
217,53774,443,6,163,65535,0.37843371,0
60,443,53774,6,0,64240,0.002805174,0
156,53774,443,6,102,65535,0.004253408,0
60,443,53774,6,0,64240,0.001069715,0
201,53774,443,6,147,65535,0.007932417,0
287,443,53774,6,233,64240,0.000735241,0
60,443,53774,6,0,64240,0.000001073,0
54,53774,443,6,0,65535,0.000068824,0
4227,443,53774,6,4173,64240,0.007385252,0
600,443,53774,6,546,64240,0.000001364,0
54,53774,443,6,0,65535,0.000086746,0
54,53774,443,6,0,65535,0.000221164,0
142,53774,443,6,88,65535,0.000485788,0
60,,,,,,0.002700462,0
60,443,53774,6,0,64240,0.00000104,0
143,53774,443,6,89,65535,0.003486554,0
60,443,53774,6,0,64240,0.001782526,0
138,53774,443,6,84,65535,0.007916071,0
60,443,53774,6,0,64240,0.000880272,0
139,53774,443,6,85,65535,0.000411528,0
60,443,53774,6,0,64240,0.001975675,0
138,53774,443,6,84,65535,0.005345898,0
60,443,53774,6,0,64240,0.001251286,0
2924,443,53774,6,2870,64240,0.000001332,0
54,53774,443,6,0,65535,0.000231562,0
5130,443,53774,6,5076,64240,0.005750599,0
140,53774,443,6,86,65535,0.000108475,0
60,443,53774,6,0,64240,0.001552066,0
141,53774,443,6,87,65535,0.008385913,0
1538,443,53774,6,1484,64240,0.001546885,0
60,443,53774,6,0,64240,0.000001255,0
491,443,53774,6,437,64240,0.000000259,0
5745,443,53774,6,5691,64240,0.000547358,0
2778,443,53774,6,2724,64240,0.000000918,0
54,53774,443,6,0,64240,0.001625164,0
138,53774,443,6,84,64240,0.001146326,0
60,443,53774,6,0,64240,0.00131083,0
1514,443,53774,6,1460,64240,0.000000822,0
1634,443,53774,6,1580,64240,0.000351742,0
11110,443,53774,6,11056,64240,0.000251453,0
12807,443,53774,6,12753,64240,0.000415473,0
4374,443,53774,6,4320,64240,0.000190599,0
10134,443,53774,6,10080,64240,0.000419572,0
7254,443,53774,6,7200,64240,0.001779212,0
5814,443,53774,6,5760,64240,0.00000063,0
54,53774,443,6,0,21900,0.000384727,0
3801,443,53774,6,3747,64240,0.00414144,0
4654,443,53774,6,4600,64240,0.00000065,0
1494,443,53774,6,1440,64240,0.000000113,0
54,53774,443,6,0,30660,0.000097954,0
54,53774,443,6,0,24820,0.002414646,0
54,53774,443,6,0,59860,0.000881535,0
2938,443,53774,6,2884,64240,0.000619751,0
10134,443,53774,6,10080,64240,0.000000594,0
54,53774,443,6,0,56976,0.000965664,0
2934,443,53774,6,2880,64240,0.000106877,0
5814,443,53774,6,5760,64240,0.003221126,0
5814,443,53774,6,5760,64240,0.00000064,0
3223,443,53774,6,3169,64240,0.000161909,0
8694,443,53774,6,8640,64240,0.000000446,0
7734,443,53774,6,7680,64240,0.000051259,0
2934,443,53774,6,2880,64240,0.000000191,0
4374,443,53774,6,4320,64240,0.001160569,0
54,53774,443,6,0,17520,0.001061807,0
54,53774,443,6,0,65535,0.000369082,0
4374,443,53774,6,4320,64240,0.001545685,0
8694,443,53774,6,8640,64240,0.000000594,0
54,53774,443,6,0,65535,0.000085974,0
54,53774,443,6,0,65535,0.000187672,0
2934,443,53774,6,2880,64240,0.000290014,0
1734,443,53774,6,1680,64240,0.000000511,0
9894,443,53774,6,9840,64240,0.000000207,0
54,53774,443,6,0,65535,0.000064738,0
54,53774,443,6,0,65535,0.000164216,0
54,53774,443,6,0,65535,0.000141243,0
3333,443,53774,6,3279,64240,0.000115512,0
7254,443,53774,6,7200,64240,0.000000522,0
54,53774,443,6,0,65535,0.000047121,0
54,53774,443,6,0,65535,0.000128155,0
2934,443,53774,6,2880,64240,0.000290913,0
2934,443,53774,6,2880,64240,0.000000955,0
3500,443,53774,6,3446,64240,0.000000295,0
141,53774,443,6,87,65535,0.000040426,0
54,53774,443,6,0,65535,0.000455861,0
60,443,53774,6,0,64240,0.001329825,0
2934,443,53774,6,2880,64240,0.000000698,0
7254,443,53774,6,7200,64240,0.000000177,0
54,53774,443,6,0,65535,0.000077791,0
54,53774,443,6,0,65535,0.000526681,0
5814,443,53774,6,5760,64240,0.0003323,0
3500,443,53774,6,3446,64240,0.000000408,0
4374,443,53774,6,4320,64240,0.000000184,0
54,53774,443,6,0,65535,0.000056593,0
54,53774,443,6,0,65535,0.000140635,0
54,53774,443,6,0,65535,0.000136775,0
6166,443,53774,6,6112,64240,0.00020044,0
54,53774,443,6,0,65535,0.000038947,0
1494,443,53774,6,1440,64240,0.001390748,0
8694,443,53774,6,8640,64240,0.000257372,0
5814,443,53774,6,5760,64240,0.000000486,0
54,53774,443,6,0,65535,0.000132074,0
54,53774,443,6,0,65535,0.000278514,0
139,53774,443,6,85,65535,0.000228768,0
8698,443,53774,6,8644,64240,0.000018251,0
5814,443,53774,6,5760,64240,0.000000535,0
1494,443,53774,6,1440,64240,0.000064263,0
1494,443,53774,6,1440,64240,0.0000002,0
1494,443,53774,6,1440,64240,0.000000137,0
1494,443,53774,6,1440,64240,0.000000114,0
1494,443,53774,6,1440,64240,0.000000148,0
1494,443,53774,6,1440,64240,0.000000136,0
1494,443,53774,6,1440,64240,0.000000137,0
1494,443,53774,6,1440,64240,0.000000136,0
54,53774,443,6,0,65535,0.000213347,0
60,443,53774,6,0,64240,0.000226267,0
2263,443,53774,6,2209,64240,0.002994837,0
1494,443,53774,6,1440,64240,0.000000706,0
1494,443,53774,6,1440,64240,0.000000157,0
1494,443,53774,6,1440,64240,0.000000158,0
1494,443,53774,6,1440,64240,0.000000141,0
1494,443,53774,6,1440,64240,0.00000014,0
1494,443,53774,6,1440,64240,0.000000135,0
54,53774,443,6,0,65535,0.000090257,0
54,53774,443,6,0,65535,0.000197265,0
54,53774,443,6,0,65535,0.000174958,0
54,53774,443,6,0,65535,0.000144492,0
1494,443,53774,6,1440,64240,0.000266593,0
21654,443,53774,6,21600,64240,0.000000549,0
54,53774,443,6,0,65535,0.000069185,0
5449,443,53774,6,5395,64240,0.00023205,0
54,53774,443,6,0,65535,0.00004573,0
141,53774,443,6,87,65535,0.002042649,0
60,443,53774,6,0,64240,0.00050171,0
147,443,53774,6,93,64240,0.003809754,0
1494,443,53774,6,1440,64240,0.000001647,0
806,443,53774,6,752,64240,0.000000202,0
54,53774,443,6,0,65535,0.000074168,0
140,53774,443,6,86,65535,0.006084871,0
1089,443,53774,6,1035,64240,0.000795118,0
60,443,53774,6,0,64240,0.00000101,0
138,53774,443,6,84,65535,0.000649244,0
60,443,53774,6,0,64240,0.000514093,0
147,53774,443,6,93,65535,0.001576968,0
60,443,53774,6,0,64240,0.000496942,0
142,53774,443,6,88,65535,0.002437745,0
60,443,53774,6,0,64240,0.000531872,0
147,443,53774,6,93,64240,0.000977988,0
142,53774,443,6,88,65535,0.001045939,0
60,443,53774,6,0,64240,0.000725523,0
2934,443,53774,6,2880,64240,0.002894766,0
1667,443,53774,6,1613,64240,0.00000098,0
85,443,53774,6,31,64240,0.000000228,0
54,53774,443,6,0,65535,0.000074447,0
150,53774,443,6,96,65535,0.000778685,0
54,53774,443,6,0,65535,0.000304062,0
60,443,53774,6,0,64240,0.000364347,0
143,53774,443,6,89,65535,0.004798894,0
60,443,53774,6,0,64240,0.00178039,0
1926,443,53774,6,1872,64240,0.001465381,0
85,443,53774,6,31,64240,0.000001021,0
54,53774,443,6,0,65535,0.000071411,0
146,53774,443,6,92,65535,0.000785477,0
60,443,53774,6,0,64240,0.002553927,0
1587,443,53774,6,1533,64240,0.000000833,0
1494,443,53774,6,1440,64240,0.000000192,0
155,443,53774,6,101,64240,0.000000175,0
54,53774,443,6,0,65535,0.000084255,0
54,53774,443,6,0,65535,0.000171537,0
1587,443,53774,6,1533,64240,0.000424558,0
1494,443,53774,6,1440,64240,0.000000458,0
1494,443,53774,6,1440,64240,0.000000194,0
2934,443,53774,6,2880,64240,0.000000112,0
11500,443,53774,6,11446,64240,0.000000137,0
54,53774,443,6,0,65535,0.000065205,0
54,53774,443,6,0,65535,0.000183982,0
54,53774,443,6,0,65535,0.00015411,0
54,53774,443,6,0,65535,0.000134063,0
3195,443,53774,6,3141,64240,0.000272038,0
54,53774,443,6,0,65535,0.000053795,0
144,53774,443,6,90,65535,0.000161454,0
60,443,53774,6,0,64240,0.001060425,0
142,53774,443,6,88,65535,0.007609583,0
60,443,53774,6,0,64240,0.003419687,0
3049,443,53774,6,2995,64240,0.00000086,0
4374,443,53774,6,4320,64240,0.00000014,0
4374,443,53774,6,4320,64240,0.00000018,0
54,53774,443,6,0,65535,0.000162125,0
54,53774,443,6,0,65535,0.000182623,0
54,53774,443,6,0,65535,0.000148806,0
4940,443,53774,6,4886,64240,0.000227231,0
2934,443,53774,6,2880,64240,0.000000419,0
2934,443,53774,6,2880,64240,0.000000178,0
54,53774,443,6,0,65535,0.000049363,0
54,53774,443,6,0,65535,0.000158521,0
54,53774,443,6,0,65535,0.00015506,0
4374,443,53774,6,4320,64240,0.000137437,0
5814,443,53774,6,5760,64240,0.000000518,0
2934,443,53774,6,2880,64240,0.000000193,0
54,53774,443,6,0,65535,0.000052637,0
54,53774,443,6,0,65535,0.000136467,0
54,53774,443,6,0,65535,0.000165696,0
5121,443,53774,6,5067,64240,0.00027714,0
4062,443,53774,6,4008,64240,0.000000587,0
85,443,53774,6,31,64240,0.000000174,0
54,53774,443,6,0,65535,0.000094834,0
54,53774,443,6,0,65535,0.002396798,0
1681,443,53774,6,1627,64240,0.002114405,0
54,53774,443,6,0,65535,0.000071895,0
2934,443,53774,6,2880,64240,0.004726125,0
4774,443,53774,6,4720,64240,0.000000687,0
85,443,53774,6,31,64240,0.000000189,0
1739,443,53774,6,1685,64240,0.00000014,0
54,53774,443,6,0,65535,0.000096228,0
54,53774,443,6,0,65535,0.000226951,0
54,53774,443,6,0,65535,0.000157786,0
583,443,53774,6,529,64240,0.000225598,0
4374,443,53774,6,4320,64240,0.003868123,0
700,443,53774,6,646,64240,0.000001526,0
54,53774,443,6,0,65535,0.000092539,0
3883,443,53774,6,3829,64240,0.003820491,0
54,53774,443,6,0,65535,0.000076967,0
85,443,53774,6,31,64240,0.003437217,0
141,53774,443,6,87,65535,0.00702041,0
60,443,53774,6,0,64240,0.001052649,0
142,53774,443,6,88,65535,0.001216445,0
220,53774,443,6,166,65535,0.000792484,0
60,443,53774,6,0,64240,0.000045939,0
60,443,53774,6,0,64240,0.000732547,0
141,53774,443,6,87,65535,0.008631953,0
215,53774,443,6,161,65535,0.001009331,0
60,443,53774,6,0,64240,0.000966884,0
60,443,53774,6,0,64240,0.000001261,0
1558,443,53774,6,1504,64240,0.000917881,0
54,53774,443,6,0,65535,0.000064781,0
140,53774,443,6,86,65535,0.002355927,0
60,443,53774,6,0,64240,0.000686108,0
166,53774,443,6,112,65535,0.000391455,0
60,443,53774,6,0,64240,0.001020991,0
155,53774,443,6,101,65535,0.000059451,0
60,443,53774,6,0,64240,0.000485741,0
1597,443,53774,6,1543,64240,0.012389533,0
2934,443,53774,6,2880,64240,0.000000906,0
1494,443,53774,6,1440,64240,0.000000155,0
5814,443,53774,6,5760,64240,0.00000014,0
54,53774,443,6,0,65535,0.000096316,0
54,53774,443,6,0,65535,0.000224507,0
4940,443,53774,6,4886,64240,0.000303887,0
54,53774,443,6,0,65535,0.001702883,0
4374,443,53774,6,4320,64240,0.001522375,0
2934,443,53774,6,2880,64240,0.000000592,0
2934,443,53774,6,2880,64240,0.000000165,0
5814,443,53774,6,5760,64240,0.000000111,0
54,53774,443,6,0,65535,0.00018649,0
2934,443,53774,6,2880,64240,0.000446192,0
2934,443,53774,6,2880,64240,0.000000474,0
2934,443,53774,6,2880,64240,0.000000184,0
2934,443,53774,6,2880,64240,0.000000115,0
5506,443,53774,6,5452,64240,0.000077134,0
226,443,53774,6,172,64240,0.000000144,0
4267,443,53774,6,4213,64240,0.000000157,0
1494,443,53774,6,1440,64240,0.00012371,0
2934,443,53774,6,2880,64240,0.000000973,0
2934,443,53774,6,2880,64240,0.000000238,0
54,53774,443,6,0,65535,0.001476929,0
1494,443,53774,6,1440,64240,0.001628557,0
1494,443,53774,6,1440,64240,0.000000624,0
1494,443,53774,6,1440,64240,0.000000115,0
1494,443,53774,6,1440,64240,0.000000136,0
1494,443,53774,6,1440,64240,0.000000138,0
654,443,53774,6,600,64240,0.000000138,0
2934,443,53774,6,2880,64240,0.000000135,0
54,53774,443,6,0,65535,0.000088903,0
2934,443,53774,6,2880,64240,0.000212199,0
2934,443,53774,6,2880,64240,0.00000057,0
2934,443,53774,6,2880,64240,0.000000183,0
2934,443,53774,6,2880,64240,0.00000016,0
2934,443,53774,6,2880,64240,0.000187486,0
5814,443,53774,6,5760,64240,0.000000579,0
1494,443,53774,6,1440,64240,0.000000179,0
1494,443,53774,6,1440,64240,0.000000154,0
2934,443,53774,6,2880,64240,0.000063317,0
2934,443,53774,6,2880,64240,0.000000235,0
1186,443,53774,6,1132,64240,0.000000151,0
2934,443,53774,6,2880,64240,0.000000136,0
1494,443,53774,6,1440,64240,0.000000166,0
8694,443,53774,6,8640,64240,0.001886803,0
2934,443,53774,6,2880,64240,0.000000808,0
2934,443,53774,6,2880,64240,0.000074998,0
2934,443,53774,6,2880,64240,0.000000221,0
2934,443,53774,6,2880,64240,0.000000148,0
2029,443,53774,6,1975,64240,0.000000136,0
106,443,53774,6,52,64240,0.00025241,0
54,53774,443,6,0,65535,0.000015397,0
8108,443,53774,6,8054,64240,0.001402478,0
54,53774,443,6,0,65535,0.000059751,0
215,443,53774,6,161,64240,0.008942041,0
2934,443,53774,6,2880,64240,0.000001161,0
54,53774,443,6,0,65535,0.000065657,0
5814,443,53774,6,5760,64240,0.001451077,0
4374,443,53774,6,4320,64240,0.000000632,0
2934,443,53774,6,2880,64240,0.00000017,0
54,53774,443,6,0,65535,0.000070319,0
2060,443,53774,6,2006,64240,0.000403557,0
2934,443,53774,6,2880,64240,0.000000557,0
1494,443,53774,6,1440,64240,0.000000231,0
1494,443,53774,6,1440,64240,0.000000147,0
1095,443,53774,6,1041,64240,0.000000138,0
1494,443,53774,6,1440,64240,0.000000136,0
1494,443,53774,6,1440,64240,0.000144277,0
1494,443,53774,6,1440,64240,0.000001169,0
1494,443,53774,6,1440,64240,0.000000216,0
1494,443,53774,6,1440,64240,0.000000159,0
1494,443,53774,6,1440,64240,0.000000187,0
1494,443,53774,6,1440,64240,0.0003026,0
1494,443,53774,6,1440,64240,0.000000347,0
1494,443,53774,6,1440,64240,0.00000007,0
1494,443,53774,6,1440,64240,0.000000063,0
1494,443,53774,6,1440,64240,0.000000074,0
4940,443,53774,6,4886,64240,0.000130278,0
5814,443,53774,6,5760,64240,0.000000219,0
7254,443,53774,6,7200,64240,0.000177895,0
2934,443,53774,6,2880,64240,0.000000895,0
54,53774,443,6,0,65535,0.002351106,0
2934,443,53774,6,2880,64240,0.001394838,0
4374,443,53774,6,4320,64240,0.000000677,0
2934,443,53774,6,2880,64240,0.000000186,0
1640,443,53774,6,1586,64240,0.000000153,0
42800,443,53774,6,42746,64240,0.000410164,0
4374,443,53774,6,4320,64240,0.000152608,0
1494,443,53774,6,1440,64240,0.00000114,0
1494,443,53774,6,1440,64240,0.000000198,0
1494,443,53774,6,1440,64240,0.00000016,0
1241,443,53774,6,1187,64240,0.000000114,0
54,53774,443,6,0,65535,0.001055592,0
43507,443,53774,6,43453,64240,0.001773542,0
54,53774,443,6,0,65535,0.000077371,0
2934,443,53774,6,2880,64240,0.000256235,0
8694,443,53774,6,8640,64240,0.000000575,0
2934,443,53774,6,2880,64240,0.000142121,0
54,53774,443,6,0,65535,0.000028882,0
54,53774,443,6,0,65535,0.000352729,0
6440,443,53774,6,6386,64240,0.002132169,0
54,53774,443,6,0,65535,0.000068087,0
31108,443,53774,6,31054,64240,0.000542388,0
1494,443,53774,6,1440,64240,0.000048459,0
7254,443,53774,6,7200,64240,0.000000227,0
2934,443,53774,6,2880,64240,0.000000135,0
2934,443,53774,6,2880,64240,0.000268119,0
1494,443,53774,6,1440,64240,0.000000403,0
1494,443,53774,6,1440,64240,0.000000189,0
1494,443,53774,6,1440,64240,0.000000114,0
4374,443,53774,6,4320,64240,0.000000134,0
1494,443,53774,6,1440,64240,0.000168746,0
1494,443,53774,6,1440,64240,0.000000634,0
486,443,53774,6,432,64240,0.000000211,0
147,443,53774,6,93,64240,0.000382253,0
656,443,53774,6,602,64240,0.000000762,0
85,443,53774,6,31,64240,0.000000259,0
54,53774,443,6,0,65535,0.000083278,0
197,53774,443,6,143,65535,0.293787035,0
60,443,53774,6,0,64240,0.000891517,0
134,53774,443,6,80,65535,0.00758006,0
60,443,53774,6,0,64240,0.001884717,0
139,53774,443,6,85,65535,0.00378072,0
60,443,53774,6,0,64240,0.001305948,0
139,53774,443,6,85,65535,0.015252565,0
60,443,53774,6,0,64240,0.000931019,0
4473,443,53774,6,4419,64240,0.002268476,0
2934,443,53774,6,2880,64240,0.000001466,0
54,53774,443,6,0,65535,0.000075782,0
54,53774,443,6,0,65535,0.000230212,0
7254,443,53774,6,7200,64240,0.000362483,0
4940,443,53774,6,4886,64240,0.000000618,0
2934,443,53774,6,2880,64240,0.00012904,0
7254,443,53774,6,7200,64240,0.004031694,0
4940,443,53774,6,4886,64240,0.000000912,0
5814,443,53774,6,5760,64240,0.000193307,0
2934,443,53774,6,2880,64240,0.000001228,0
7254,443,53774,6,7200,64240,0.00284952,0
7254,443,53774,6,7200,64240,0.000000768,0
8897,443,53774,6,8843,64240,0.00019029,0
2934,443,53774,6,2880,64240,0.000000475,0
2478,443,53774,6,2424,64240,0.000118022,0
54,53774,443,6,0,65535,0.000289322,0
10590,443,53774,6,10536,64240,0.00355858,0
54,53774,443,6,0,65535,0.000071277,0
5814,443,53774,6,5760,64240,0.000285601,0
10134,443,53774,6,10080,64240,0.000000574,0
10134,443,53774,6,10080,64240,0.000069401,0
5814,443,53774,6,5760,64240,0.000000267,0
2934,443,53774,6,2880,64240,0.000126036,0
10134,443,53774,6,10080,64240,0.000000519,0
8694,443,53774,6,8640,64240,0.000146675,0
477,443,53774,6,423,64240,0.000000997,0
10590,443,53774,6,10536,64240,0.000326767,0
54,53774,443,6,0,65535,0.0110764,0
64293,443,53774,6,64239,64240,0.004006299,0
54,53774,443,6,0,65535,0.000087059,0
64293,443,53774,6,64239,64240,0.002978123,0
54,53774,443,6,0,65535,0.004681899,0
64293,443,53774,6,64239,64240,0.001332074,0
54,53774,443,6,0,65535,0.000451799,0
5479,443,53774,6,5425,64240,0.000640579,0
54,53774,443,6,0,65535,0.000210832,0
5928,443,53774,6,5874,64240,0.008425705,0
3313,443,53774,6,3259,64240,0.000000655,0
54,53774,443,6,0,65535,0.000053774,0
1258,443,53774,6,1204,64240,0.000115448,0
54,53774,443,6,0,65535,0.000238471,0
149,53774,443,6,95,65535,0.012397836,0
60,443,53774,6,0,64240,0.001243023,0
3116,443,53774,6,3062,64240,0.016073737,0
7254,443,53774,6,7200,64240,0.000000948,0
54,53774,443,6,0,65535,0.000099579,0
4847,443,53774,6,4793,64240,0.000300431,0
85,443,53774,6,31,64240,0.000001433,0
54,53774,443,6,0,65535,0.005544447,0
60,,,,,,0.085757188,0
154,53774,443,6,100,65535,0.103496501,0
60,443,53774,6,0,64240,0.000769812,0
154,53774,443,6,100,65535,0.003022641,0
60,443,53774,6,0,64240,0.001063623,0
152,53774,443,6,98,65535,0.000606626,0
60,443,53774,6,0,64240,0.000574972,0
5919,443,53774,6,5865,64240,0.009817183,0
1455,443,53774,6,1401,64240,0.000001363,0
54,53774,443,6,0,65535,0.000437296,0
154,53774,443,6,100,65535,0.003014616,0
60,443,53774,6,0,64240,0.0018307,0
153,53774,443,6,99,65535,0.007412542,0
60,443,53774,6,0,64240,0.001973818,0
5282,443,53774,6,5228,64240,0.003940128,0
4505,443,53774,6,4451,64240,0.00000082,0
7254,443,53774,6,7200,64240,0.000226825,0
6380,443,53774,6,6326,64240,0.000000565,0
275,443,53774,6,221,64240,0.000158416,0
54,53774,443,6,0,65535,0.004892072,0
7422,443,53774,6,7368,64240,0.011290535,0
5679,443,53774,6,5625,64240,0.000000679,0
54,53774,443,6,0,65535,0.000099655,0
1593,443,53774,6,1539,64240,0.000342131,0
1540,443,53774,6,1486,64240,0.000001103,0
54,53774,443,6,0,65535,0.0045876,0
157,53774,443,6,103,65535,0.031785224,0
60,443,53774,6,0,64240,0.00168617,0
157,53774,443,6,103,65535,0.000368164,0
60,443,53774,6,0,64240,0.000741234,0
139,53774,443,6,85,65535,0.000464491,0
60,443,53774,6,0,64240,0.000880744,0
141,53774,443,6,87,65535,0.004417447,0
60,443,53774,6,0,64240,0.001000625,0
140,53774,443,6,86,65535,0.000436319,0
60,443,53774,6,0,64240,0.00081517,0
6956,443,53774,6,6902,64240,0.00368553,0
54,53774,443,6,0,65535,0.00672191,0
142,53774,443,6,88,65535,0.010188239,0
141,53774,443,6,87,65535,0.001298611,0
143,53774,443,6,89,65535,0.000440083,0
60,443,53774,6,0,64240,0.002361603,0
60,443,53774,6,0,64240,0.000000593,0
60,443,53774,6,0,64240,0.000000145,0
3032,443,53774,6,2978,64240,0.000000184,0
3183,443,53774,6,3129,64240,0.000000113,0
54,53774,443,6,0,65535,0.000278638,0
4374,443,53774,6,4320,64240,0.000508388,0
1494,443,53774,6,1440,64240,0.000000494,0
4374,443,53774,6,4320,64240,0.000000171,0
2934,443,53774,6,2880,64240,0.000000149,0
4980,443,53774,6,4926,64240,0.000491497,0
13580,443,53774,6,13526,64240,0.002307837,0
7254,443,53774,6,7200,64240,0.000181556,0
2934,443,53774,6,2880,64240,0.000000508,0
2934,443,53774,6,2880,64240,0.000000178,0
